index;gid;co_cnes;lat;long;no_fantasia;no_logradouro;nu_endereco;no_bairro;nu_telefone;co_cep;uf;cidade;ano_ubs_det;mes_ubs_det;lat_corrigida;long_corrigida;endereco_google
8722;14038;3230708;-26.769.000.000.000.000;-48.646;UNIDADE BASICA DE SAUDE DE ARMACAO DO ITAPOCOROI;RUA AUGUSTO OLIVEIRA;S/N;ARMACAO;(47)3450002;88385000.0;SC;Penha;2016;5;-267.967.091;-486.115.472;R. Luzia Nascimento Oliveira - Praia de Armação do Itapocorói, Penha - SC, 88385-000, Brazil
8726;14229;3072169;-26.631.999.999.999.900;-48.685;UBSF SAO CRISTOVAO;RUA ANTONIO MANOEL DELMONEGO;S/N;SAO CRISTOVAO;(47) 34565268;88390000.0;SC;Barra Velha;2016;5;-266.436.463;-486.966.955;R. Antônio Manoel Delmônego, 182-198 - Itingá I, Barra Velha - SC, 88390-000, Brazil
8727;14164;2236842;-285.159.051.418.296;-509.578.728.675.828;ESF KENNEDY;RUA REINALDO BARIZON;195;KENNEDY;;95200000.0;RS;Vacaria;2016;5;-285.164.386;-509.571.471;R. Reinaldo Barison - Kennedy, Vacaria - RS, 95200-000, Brazil
8730;14378;2660792;-26.972.009.999.999.900;-49.088.029.999.999.900;ESF MARCO FRANCISCO BARTH;RUY BARBOSA;1616;PROGRESSO;(47) 3381-7120;89026602.0;SC;Blumenau;2016;5;-26.971.432;-490.918.639;R. Ruy Barbosa, 1616 - Progresso, Blumenau - SC, 89026-602, Brazil
8732;14148;2588927;-26.725.890.000.000.000;-52.556.340.000.000.000;UNIDADE DE SAUDE JOAO BATISTA DELLOSBEL;RUA TOLDINHO;113;CENTRO;(49)3510140;89862000.0;SC;Entre Rios;2016;5;-267.246.993;-525.594.384;R. Toldinho, 113 - Centro, Entre Rios - SC, 89862-000, Brazil
8735;14008;3999025;-313.113.141.059.866;-54.118.094.444.273.300;UBS ESF POPULAR;RALPH PINHEIRO JUNIOR;767;POPULAR;(53)32412802;96400010.0;RS;Bagé;2016;5;-313.104.701;-541.188.481;Popular, Bagé - RS, Brazil
8738;14225;2672332;-267.740.249.633.781;-486.776.518.821.702;UNIDADE BASICA DE SAUDE GREGORIO DE ALMEIDA;RUA DAS ACACIAS;1;N SRA DA PAZ;(47)3454018;88380000.0;SC;Balneário Piçarras;2016;5;-267.741.215;-486.777.387;R. das Acácias - Nossa Sra. da Paz, Balneário Piçarras - SC, 88380-000, Brazil
8742;14036;2818647;-3.205.992;-5.216.602;UBSF SAO JOAO RIO GRANDE;ROBERTO SOCCOWSKI;898;SAO JOAO;(53)32312161;96200210.0;RS;Rio Grande;2016;5;-320.635.288;-521.658.857;Estr. Roberto Socoowski, 898 - Vila Sao Joao, Rio Grande - RS, 96213-180, Brazil
8745;14290;2609878;-28.604.359.999.999.900;-4.933.504;UNIDADE DE SAUDE ESF GUANABARA;RUA ADELE BURIGO OSELLAME;76;GUANABARA;(48)34473350;88845000.0;SC;Cocal do Sul;2016;5;-286.026.477;-493.176.158;R. Adele B Oselame - Guanabara, Cocal do Sul - SC, 88845-000, Brazil
8746;14127;3476332;-2.518.516;-49.314.659.999.999.900;UNIDADE DE SAUDE VILA SAO PEDRO;AVENIDA MANOEL MULLER DE SIQUEIRA;S/N;VILA SAO PEDRO;41 36525225;83540000.0;PR;Rio Branco do Sul;2016;5;-251.715.053;-493.174.256;R. Manoel Müller Siqueira, Rio Branco do Sul - PR, 83540-000, Brazil
8756;14382;5282489;-271.569.263.935.081;-4.851.066.827.773.910;UNIDADE DE SAUDE JOSE AMANDIO;RUA CACHALOTE;589;JOSE AMANDIO;-33692068;88215000.0;SC;Bombinhas;2016;5;-271.533.913;-485.085.585;R. Cachalote, 145 - José Amândio, Bombinhas - SC, 88215-000, Brazil
8770;14172;4054725;-24.279.409.485;-538.387.717.238.929;UNIDADE BASICA DE SAUDE IVO FERNANDES DOS SANTOS;RUA DAS DALIAS;154;COHAPAR;(44)36497346;85950000.0;PR;Palotina;2016;5;-242.747.813;-538.502.792;R. das Dálias, 154 - COHAPAR, Palotina - PR, 85950-000, Brazil
8778;14109;2735768;-23.390.976.190.566.300;-52.947.707.176.207;POSTO MUNICIPAL DE SAUDE DA VILA COHAPAR;AV OLINTO CARDOSO DE LUCENA;S/N;VILA COHAPAR;(44)36751606;87820000.0;PR;Cidade Gaúcha;2016;5;-233.826.256;-529.448.089;Cidade Gaúcha - State of Paraná, Brazil
8779;14258;3387682;-2.749.432.274.347;-48.654.488.928.950.600;REGIAO 01 BOM VIVER;RUA EDILAR ANGELO VALE;S/N;BOM VIVER;(48)3039-8465;88160706.0;SC;Biguaçu;2016;5;-275.382.207;-486.467.119;R. Edilar Angelo Valler - Bom Viver, Biguaçu - SC, 88160-000, Brazil
8788;14326;2234947;-27.900.620.875.431.700;-53.314.953.910.551.300;ESF IV CENTRO SOCIAL URBANO;REPUBLICA;1348;VILA FATIMA;(55)37423233;98300000.0;RS;Palmeira das Missões;2016;5;-279.046.599;-5.330.330.439.999.990;Rua da República S/N Bairro Vila Fátima - Centro, Palmeira das MissõEs - RS, Brazil
8791;14078;6360106;-303.904.838.547.345;-517.376.694.748.388;ESF ALCEU WAMOSI;SERRA DO HERVAL;S/N;INTERIOR;;96735000.0;RS;Barão do Triunfo;2016;5;-304.166.667;-519.166.667;Serra do Erval, Barão do Triunfo - RS, 96735-000, Brazil
8798;14006;3016668;-279.435.951.779.041;-52.925.461.059.447.000;ESF I VILA SANTA CATARINA SARANDI;QUADRA A VILA COHAB;1;STA CATARINA;(54)3614195;99560000.0;RS;Sarandi;2016;5;-286.325.564;-528.567.198;Vila Cohab, Tapera - RS, 99490-000, Brazil
8799;14371;2251485;-29.447.876.214.980.100;-518.059.659.004.196;POSTO DE SAUDE DE TEUTONIA;RUA LEOPOLDO KNOPKER;494;TEUTONIA;(51)37626031;95890000.0;RS;Teutônia;2016;5;-29.452.498;-518.083.691;R. Leopoldo Knöpker, Teutônia - RS, 95890-000, Brazil
8800;14264;7796854;-247.961.905.227.146;-492.748.689.652.035;UBS RURAL ANTONIO JOAO RYCCE;PR 092;S/N;BAIRRO DO TIGRE;4136641218;83590000.0;PR;Doutor Ulysses;2016;5;-245.681.434;-494.209.799;PR-092, Dr. Ulysses - PR, Brazil
8802;14216;7126522;-234.193.843.036.995;-51.958.980.560.302.700;UNIDADE BASICA DE SAUDE ZONA 06;R CAMPOS SALES;2047;ZONA 06;(44) 3309-4433;87015280.0;PR;Maringá;2016;5;-23.419.362;-519.587.498;R. Campos Sales, 2047 - Zona 06, Maringá - PR, 87080-145, Brazil
8804;14012;2738996;-259.708.780.516.429;-528.139.296.045.111;UNIDADE DE SAUDE OSMAN SIMOES;RUA ABILON DE SOUZA NAVES;1275;CENTRO;(46)35268330;85580000.0;PR;Itapejara d'Oeste;2016;5;-259.693.117;-528.129.791;R. Ema Gnoatto, 1275, Itapejara D'Oeste - PR, 85580-000, Brazil
8806;14379;2552752;-26.916.107.705.306.600;-490.576.308.843.612;ESF ZEBERT KRAUPT;RUA CATARINA AUGUSTA SCHMIDT;S/N;FORTALEZA;(47) 3222-3257;89051610.0;SC;Blumenau;2016;5;-268.816.923;-490.442.628;R. Catarina Augusta Schmitt - Nova Esperança, Blumenau - SC, Brazil
8825;14366;7437978;-25.236.374.336.679.000;-539.735.555.648.804;UNIDADE DE SAUDE DO JARDIM TROPICAL;RUA CARLOS TURRI;27;JARDIM TROPICAL;;85887000.0;PR;Matelândia;2016;5;-252.347.417;-539.948.474;Rua Carlos Turri, 27, Matelândia - PR, 85887-000, Brazil
8827;14048;2567067;-26.23;-51.086.000.000.000.000;UNIDADE DE SAUDE SAO SEBASTIAO;RUA FRANCISCO KAUS;300;SAO SEBASTIAO;39031617;84604435.0;PR;União da Vitória;2016;5;-262.237.673;-51.031.948;R. Francisco Caus, 300 - São Sebastião, União da Vitória - PR, 84600-000, Brazil
8831;14381;2513269;-26.916.107.705.306.600;-490.576.308.843.612;ESF ANGELO DE CAETANO I;RUA GODOFREDO RANGEL;100;FIDELIS;(47) 3381-6725;89060170.0;SC;Blumenau;2016;5;-268.495.662;-490.733.261;R. Godofredo Rangel, 100 - Fidélis, Blumenau - SC, 89060-170, Brazil
8835;14295;7100493;-287.061.156.484.347;-51.943.724.155.426;UBS ESF PLANALTO;VIA VENEZIA;1489;PLANALTO;54-34442142;99250000.0;RS;Serafina Corrêa;2016;5;-287.064.094;-519.435.928;Via Venezia - Planalto, Serafina Corrêa - RS, 99250-000, Brazil
8837;14308;5678870;-241.911.435.127.251;-530.311.346.054.062;UBS BAIRRO SANTA CASA DE GOIOERE;AVENIDA BENTO MUNHOZ DA ROCHA ESQUINA AVENIDA PARA;170;SANTA CASA;44-35223884;87360000.0;PR;Goioerê;2016;5;-241.911.935;-530.311.976;Av. Bento Munhoz da Rocha, 1348 - Santa Casa, Goioerê - PR, 87360-000, Brazil
8839;14173;2245353;-277.033.080.739.322;-517.615.966.409.461;POSTO DE SAUDE PAIM FILHO;RUA DR MILTON MICHELINI;S/N;CENTRO;5435311493;99850000.0;RS;Paim Filho;2016;5;-277.094.899;-517.590.308;Paim Filho - RS, Brazil
8840;14269;7228155;-234.500.971.262.307;-51.900.272.369.384.700;UNIDADE BASICA DE SAUDE CEU AZUL;RUAANTONIO MILES C ROSA MONTAGNER BALDO;S/N;CEU AZUL;32183100;87055605.0;PR;Maringá;2016;5;-23.449.605;-51.899.385;Rua Antônio Miles, S/N - Jardim Aclimacao, Maringá - PR, 87055-673, Brazil
8845;14712;2731916;-233.816.528.320.306;-52.940.754.890.440.300;POSTO CENTRAL;RUA MILTON HEINZ;2310;CENTRO;(44)36751870;87820000.0;PR;Cidade Gaúcha;2016;5;-233.845.057;-529.369.598;R. Milton Heinz, 2310, Cidade Gaúcha - PR, 87820-000, Brazil
8852;14774;2739666;-25.712.101.497.761.500;-53.770.857.430.338.000;PSF1 SAGRADA FAMILIA SAO JOAO PLANALTO;SAGRADA FAMILIA;S/N;SAGRADA FAMILIA;(46)3554-1103;85750000.0;PR;Planalto;2016;5;-256.758.958;-5.369.453.600.000.000;Sagrada Família, Planalto - PR, 85750-000, Brazil
8860;14436;19496;-276.153.588.294.975;-48.526.933.193.205.300;CS SACO DOS LIMOES;RUA ALDO ALVES;S/N;SACO DOS LIMOES;(48) 32234563;88045600.0;SC;Florianópolis;2016;5;-276.157.823;-485.270.393;R. Aldo Alves - Saco dos Limões, Florianópolis - SC, Brazil
8863;14689;3377148;-267.662.787.437.431;-48.692.564.964.293.000;UNIDADE BASICA DE SAUDE MANOEL JOAO PEREIRA;RUA JOAO HOLZ;S/N;BELA VISTA;;88380000.0;SC;Balneário Piçarras;2016;5;-267.297.945;-48.690.616;Rua João Holz, 683, Balneário Piçarras - SC, 88380-000, Brazil
8874;14430;19658;-2.768.706;-4.855.625;CS TAPERA;RUA DAS AREIAS;0;TAPERA;(48) 33384531;88049300.0;SC;Florianópolis;2016;5;-276.839.974;-485.618.182;658 - R. das Areias, 536 - Tapera, Florianópolis - SC, 88049-300, Brazil
8875;14557;3059790;-2.686.764;-5.242.494;UNIDADE SANITARIA ADEVANIR ROSA LOPES;ANTONIO MARCIO;S/N;NOSSA SRA DE LOURDES;(49)34336148;89820000.0;SC;Xanxerê;2016;5;-268.598.627;-524.016.814;R. Antônio Márcio - Nossa Sra. Lourdes, Xanxerê - SC, 89820-000, Brazil
8878;14403;2407329;-284.361.577.033.988;-48.950.636.386.869.800;PROGRAMA SAUDE DA FAMILIA TRES DE MAIO;JOAO LUCAS DE MEDEIROS;S/N;TRES DE MAIO;4836231625;88745000.0;SC;Capivari de Baixo;2016;5;-284.360.563;-489.522.583;R. João Lucas de Medeiros - Três de Maio, Capivari de Baixo - SC, 88745-000, Brazil
8879;14627;2549840;-25.874.000.000.000.000;-50.383;POSTO DE SAUDE DA ESTIVA;ESTIVA;S/N;ESTIVA;;83900000.0;PR;São Mateus do Sul;2016;5;-258.681.839;-503.842.316;São Mateus do Sul, State of Paraná, 83900-000, Brazil
8882;14674;2658127;-26.193;-49.266.000.000.000.000;FRAGOSOS ESF 3;RUA FERDINANDO JUNG;250;FRAGOSOS;(47) 36329483;89294000.0;SC;Campo Alegre;2016;5;-261.643.118;-493.835.929;R. Fernando Jung, 250, Campo Alegre - SC, 89294-000, Brazil
8883;14632;2734524;-23.172.580.003.737.600;-516.350.769.996.628;UNIDADE BASICA DE SAUDE DE ICARA;R SAO PAULO;S/N;CENTRO;(44)32821102;86730000.0;PR;Astorga;2016;5;-232.404.865;-516.642.638;R. São Paulo, Astorga - PR, 86730-000, Brazil
8885;14442;6227430;-257.596.206.130.936;-49.322.782.597.026.300;CENTRO DE SAUDE FRANCISCO LINEU BARBOSA;AVENIDA PARANA;S/N;LAGOINHA;41 36262856;83800000.0;PR;Mandirituba;2016;5;-257.564.748;-4.932.409.699.999.990;Av. Paraná - Lagoinha, Mandirituba - PR, 83800-000, Brazil
8886;14752;3266893;-29.841.388.463.973.100;-5.112.547.874.450.530;ESF VILA ALCINA;OSWALDO DIAS;128;ALCINA;;93230530.0;RS;Sapucaia do Sul;2016;5;-29.841.353;-5.112.521.479.999.990;R. Osvaldo Dias, 128 - Ipiranga, Sapucaia do Sul - RS, 93230-530, Brazil
8891;14481;2245299;-280.587.494.373.313;-52.679.207.324.980.200;UNIDADE BASICA DE SAUDE;RUA JOAQUIM BORGES;1316;CENTRO;5433081900;99190000.0;RS;Pontão;2016;5;-280.607.111;-526.778.493;Pontão - RS, 99190-000, Brazil
8902;14551;2378922;-268.187.686;-5.350.884.839.999.990;CENTRO MUNICIPAL DE SAUDE DE DESCANSO;RUA JOSE BONIFACIO;215;CENTRO;(49)36230797;89910000.0;SC;Descanso;2016;5;-268.258.286;-53.501.873;R. José Bonifácio, 215, Descanso - SC, 89910-000, Brazil
8903;14630;2586274;-23.423.068;-519.509.244;UNIDADE BASICA DE SAUDE JARDIM INDUSTRIAL;RUA LOBELIA;S/N;JARDIM INDUSTRIAL;(44) 3218 1705;87065310.0;PR;Maringá;2016;5;-234.436.081;-519.766.375;R. Lobelia - Jardim Industrial, Maringá - PR, Brazil
8905;14713;2253259;-31.743.836.402.892.100;-52.395.579.814.909.400;UBS VIRGILIO COSTA;RUA EPITACIO PESSOA;1291;FRAGATA;(53) 2851289;96045550.0;RS;Pelotas;2016;5;-31.743.529;-52.395.819;R. Epitacio Pessoa, 1291 - Fragata, Pelotas - RS, 96045-550, Brazil
8911;14667;3534758;-27.177.268.266.677.100;-514.940.142.631.516;PSF NOSSA SENHORA DE FATIMA;RUA TREZE DE MAIO;0;NOSSA SENHORA DE FAT;(49)35546676;89610000.0;SC;Herval d'Oeste;2016;5;-285.598.768;-491.510.349;Treze de Maio - State of Santa Catarina, Brazil
8913;14646;2730804;-23.281.632.000.000.000;-512.777.284.423.314;UNIDADE DE SAUDE DO JD NOVO BANDEIRANTES CAMBE;RUA SADAMU ANAMI;73;NOVO BANDEIRANTES;(04)31740237;86188230.0;PR;Cambé;2016;5;-23.308.585;-51.223.358;R. Sadamu Anami, 73 - Jd Novo Bandeirantes, Cambé - PR, 86188-230, Brazil
8927;14738;2783592;-23.437.909.451.051.900;-502.493.535.652.284;CENTRO DE SAUDE DE JUNDIAI DO SUL;RUA IX DE NOVEMBRO;343;CENTRO;43-36261689;86470000.0;PR;Jundiaí do Sul;2016;5;-234.400.405;-502.485.215;R. IX de Novembro, 343 - Centro, Jundiaí do Sul - PR, 86470-000, Brazil
8928;14437;19518;-27.586.809.396.743.000;-485.992.026.329.026;CS SAPE;TRAV VALDEMAR OSMAR HERMANN;82;SAPE;(48) 32406602;88095685.0;SC;Florianópolis;2016;5;-27.586.708;-485.991.789;Travessa Waldemar Osmar Hermann, 82 - Jardim Atlântico, Florianópolis - SC, 88095-685, Brazil
8937;14631;2238373;-28.984.748.912.048.300;-5.140.515.747.496.510;UNIDADE BASICA DE SAUDE DE NOVA ROMA DO SUL;RUA INOCETE PANAZZOLO;1012;CENTRO;5432941045;95260000.0;RS;Nova Roma do Sul;2016;5;-289.895.936;-514.093.148;Rua Vereador Gregório Panazzolo, Nova Roma do Sul - RS, 95260-000, Brazil
8946;14764;6591221;-2.611.409.633.676;-50.305.419.367.994.700;UNIDADE DE SAUDE DA FAMILIA 004;RUA JOSE NUNES CAVALHEIRO;1;DISTRITO SAO CRISTOV;4791446858;89490000.0;SC;Três Barras;2016;5;-261.562.526;-503.784.581;R. José Nunes Cavalheiro, 1, Três Barras - SC, 89490-000, Brazil
8952;14587;3724182;-27.217.678.802.079;-50.974.104.678.032.500;ESF SAO JOSE;SENHORINHA APARECIDA DA SILVA;S/N;SAO JOSE;4935460347;89618000.0;SC;Monte Carlo;2016;5;-276.140.791;-486.370.861;São José, Santa Catarina - Barreiros, São José - State of Santa Catarina, Brazil
8953;14717;2247305;-295.432.126.522.056;-568.102.598.190.291;ESF 09 BARRAGEM SANCHURI;INTERIOR DO MUNICIPIO;2990;SANCHURI;5534116277;97501974.0;RS;Uruguaiana;2016;5;-297.619.121;-5.708.584.279.999.990;Uruguaiana, RS, Brazil
8955;14513;2754347;-2.310.383;-5.244.921;NIS II JARDIM SAO JORGE;AVN EUCLIDES DA CUNHA;S/N;JARDIM SAO JORGE;(44)39021142;87708250.0;PR;Paranavaí;2016;5;-230.982.492;-524.806.375;Av. Euclídes da Cunha - Jardim Sao Jorge, Paranavaí - PR, Brazil
8968;14414;7115113;-296.061.212.654.032;-52.212.524.263.381.900;ESF4 SANTA TECLA;FRIDOLINO CARLOS SHIRMANN;375;SANTA TECLA;;95800000.0;RS;Venâncio Aires;2016;5;-296.044.228;-522.125.883;R. Fredolino Carlos Schirmann, 375 - Santa Tecla, Venâncio Aires - RS, 95800-000, Brazil
8973;14581;3298183;-301.475.787.162.772;-51.445.798.873.899.800;UNIDADE BASICA DE SAUDE LOGRADOURO;ESTRADA BOM RETIRO;S/N;LOGRADOURO;;92500000.0;RS;Guaíba;2016;5;-301.684.499;-513.382.297;Av. Bom Retiro - Passo Fundo, Guaíba - RS, 92500-000, Brazil
8979;14431;20028;-275.904;-4.859.254;CS COLONINHA;RUA ARACY VAZ CALLADO;1830;COLONINHA;(48) 32442891;88070750.0;SC;Florianópolis;2016;5;-275.902.931;-4.859.172.179.999.990;Rua Araci Vaz Callado, 1830 - Canto, Florianópolis - SC, 88070-750, Brazil
8981;14643;2577453;-23.723.403.403.633;-507.384.804.270.196;POSTO DE SAUDE TERRA NOVA;RUA PRINCIPAL;S/N;DIST TERRA NOVA;(43)3222-1026;86270000.0;PR;São Jerônimo da Serra;2016;5;-237.823.393;-508.123.201;Terra Nova, São Jerônimo da Serra - PR, 86270-000, Brazil
8990;14596;5819393;-27.614.403.963.088.100;-486.686.182.022.081;CENTRO DE SAUDE FREI DAMIAO;RUA DAS PALMEIRAS;S/N;FREI DAMIAO;48 30475592;88130090.0;SC;Palhoça;2016;5;-27.659.818;-48.700.696;R. Luiz Carlos Damasco - FREI DAMIAO, Palhoça - SC, 88130-090, Brazil
8996;14709;3044416;-29.584.325.551.985.800;-514.395.332.336.411;POSTO DE SAUDE DESPIQUE;ESTRADA DESPIQUE;0;DESPIQUE;5136339200;95783000.0;RS;Pareci Novo;2016;5;-295.818.066;-514.411.897;Rodovia Estrada Despique - s/n, Pareci Novo - RS, 95783-000, Brazil
9004;14776;6176348;-26.914.433.240.889.600;-491.040.802.001.939;ESF JOVINO INACIO CARDOSO I;RUA MARIA POPPER;S/N;ASILO;(47) 3381-6110;89037300.0;SC;Blumenau;2016;5;-269.126.043;-491.046.134;R. Maria Popper - Água Verde, Blumenau - SC, Brazil
9005;49876;7497423;-2.547.429;-5.360.864;POSTO DE SAUDE SANTA MONICA;RUA VERDE;478;SANTA MONICA;(45)3286 1057;85790000.0;PR;Capitão Leônidas Marques;2016;5;-254.940.334;-536.016.609;R. Verde, 423-523, Cap. Leônidas Marques - PR, 85790-000, Brazil
9007;14690;2512815;-269.062.559.992.379;-492.401.404.600.146;ESTRATEGIA SAUDE DA FAMILIA CAETANO DA SILVA PORTO;RUA XV DE NOVEMBRO;10;CARIJOS;(47)33334184;89084270.0;SC;Indaial;2016;5;-26.879.478;-492.391;R. Quinze de Novembro, 10 - Carijós, Indaial - SC, 89130-000, Brazil
9015;14728;2512998;-27.098.310.226.210.600;-48.915.163.005.515.200;UNIDADE DE SAUDE SAO PEDRO;RUA GUSTAVO IMHOF;14;SAO PEDRO;(47)3355-8167;88351640.0;SC;Brusque;2016;5;-270.751.033;-489.324.413;R. Gustavo Imhof, 14 - São Pedro, Brusque - SC, Brazil
9017;14606;6330479;-26.408.363.899.999.900;-523.508.693;ESF SOLEDADE;RUA CRESCENCIO MARTINS;S/N;SOLEDADE;4632521337;85530000.0;PR;Clevelândia;2016;5;-2.640.923;-523.458.735;R. Crescêncio Martins - Soledade, Clevelândia - PR, 85530-000, Brazil
9018;14491;2780038;-245.820.164.680.474;-535.120.868.682.846;CENTRO DE SAUDE TUPASSI;RUA PARANA;S/N;CENTRO;(44)5448130;85945000.0;PR;Tupãssi;2016;5;-245.827.042;-535.119.823;R. Paraná, Tupãssi - PR, 85945-000, Brazil
9023;14499;3878716;-26.398.901.939.391.300;-50.476.319.789.885;UNIDADE DE SAUDE DE COLONIA OURO VERDE;ESTRADA PRINCIPAL;S/N;COLONIA OURO VERDE;4736290059;89478000.0;SC;Bela Vista do Toldo;2016;5;-263.989.879;-5.047.608.930.000.000;Bela Vista do Toldo - State of Santa Catarina, 89478-000, Brazil
9026;14404;2380005;-27.072.035.221.570.800;-516.589.480.985.776;UNIDADE SANITARIA DE CATANDUVAS;RUA DUQUE DE CAXIAS;275;CENTRO;(49)35251504;89670000.0;SC;Catanduvas;2016;5;-270.713.035;-516.577.403;R. Duque de Caxias, 275, Catanduvas - SC, 89670-000, Brazil
9028;14466;19348;-27.676.059.999.999.900;-4.848.622;CS FAZENDA DO RIO TAVARES;RODOVIA SC 405;0;FAZENDA DO RIO TAVAR;(48) 32334347;88063700.0;SC;Florianópolis;2016;5;-276.650.288;-485.028.416;Rua do Conselho Comunitário, s/n - Fazenda do Rio Tavares, Florianópolis - SC, 88010-102, Brazil
9037;14504;5457912;-231.842.513.921.502;-522.048.663.633.507;UBS JOAO POLIZELLE;RUA SADAO UTSUMI;23;JARDIM SANTO ANTONIO;4432520809;87600000.0;PR;Nova Esperança;2016;5;-231.954.232;-522.021.508;Nova Esperança, State of Paraná, 87600-000, Brazil
9038;14402;2658100;-2.617.834;-4.925.405;BATEIAS DE BAIXO ESF 2;RUA PAULO HORNIG;257;BATEIAS DE BAIXO;(47) 36327006;89294000.0;SC;Campo Alegre;2016;5;-26.088.362;-492.616.507;Bateias de Baixo, Campo Alegre - SC, 89294-000, Brazil
9047;14794;2626624;-28.718.068.599.700.100;-490.604.782.104.478;UNIDADE SAUDE DA FAMILIA 002;RUA ROSEVAL JOSE ALVES;0;CAMPO BOM;(48)6240198;88715000.0;SC;Jaguaruna;2016;5;-287.224.146;-490.675.783;R. Roseval José Alves, Jaguaruna - SC, 88715-000, Brazil
9048;14645;6275877;-26.008.001.899.999.900;-52.572.502;POSTO DE SAUDE DE SAO CRISTOVAO;RUA TRANQUILO DECARLI;S/N;SAO CRISTOVAO;;85550000.0;PR;Coronel Vivida;2016;5;-260.094.578;-525.694.357;R. Tranqüilo de Carli, Cel. Vivida - PR, 85550-000, Brazil
9059;14526;2593998;-255.424.932.795.292;-545.871.024.886.046;UBS PORTO BELO;AV ZACARIAS VITELINO DE SOUZA;S/N;JD IRMA;(45)5291072;85856250.0;PR;Foz do Iguaçu;2016;5;-2.546.989;-545.899.629;Jardim Irma, Foz do Iguaçu - PR, Brazil
9064;14448;3320960;-301.424.825.191.489;-531.646.442.413.315;UNIDADE SANITARIA 07 BARRO VERMELHO;CACHOEIRA DO SUL ZONA RURAL;S/N;INTERIOR;(51)37246004;96508000.0;RS;Cachoeira do Sul;2016;5;-300.429.002;-528.907.776;Jardim Botânico e Zoológico Municipal - R. Silvio Scopel, 502 - Centro, Cachoeira do Sul - RS, 96506-630, Brazil
9091;14407;2692570;-2.760.485;-48.467;CS LAGOA DA CONCEICAO;RUA JOAO PACHECO DA COSTA;155;LAGOA DA CONCEICAO;(48) 32320639;88062100.0;SC;Florianópolis;2016;5;-276.003.542;-484.716.321;R. João Pachêco da Costa, 155 - Lagoa da Conceição, Florianópolis - SC, 88062-100, Brazil
9092;14616;2248484;-274.327.929.836.269;-52.120.656.296.054;UNIDADE DE SAUDE DA FAMILIA SEVERIANO DE ALMEIDA;RUA PREFEITO ORLANDO SBRUSSI;25;CENTRO;(54)35251219;99810000.0;RS;Severiano de Almeida;2016;5;285.383.355;-813.792.365;Orlando, FL, USA
9094;14597;3277844;-29.931.800.365.447.100;-510.516.214.370.713;UNIDADE DE SAUDE VILA BRANCA GRAVATAI;RUA SAO CRISTOVAO;106;VILA BRANCA;(51)3600-7819;94090320.0;RS;Gravataí;2016;5;-29.931.627;-510.516.616;R. São Cristóvão, 106 - Vera Cruz, Gravataí - RS, 94090-320, Brazil
9098;14478;2302810;-27.095.937.883.685.600;-486.173.993.861.423;UNIDADE DE SAUDE TABULEIRO;RUA 601;S/N;TABOLEIRO;47 32671563;88220000.0;SC;Itapema;2016;5;-269.867.639;-486.373.494;R. 601 - Centro, Balneário Camboriú - SC, 88330-711, Brazil
9100;14637;2226979;-296.407.628.899.965;-505.734.423.345.882;POSTO DE SAUDE DO ALTO ROLANTINHO;ESTRADA DO ALTO ROLANTINHO;S/N;ALTO ROLANTINHO;(05)45471188;95690000.0;RS;Rolante;2016;5;-296.867.622;-505.441.077;Alto Rolantinho, Rolante - RS, 95690-000, Brazil
9103;14439;2660970;-287.207.937.240.592;-49.595.074.653.624;UNIDADE SANITARIA DE SAO BONIFACIO;RUA JOSE GINO JUNKES;S/N;SAO BONIFACIO;(48) 3436-9339;88865000.0;SC;Nova Veneza;2016;5;-287.260.133;-495.969.962;R. José Lino Junkes, Nova Veneza - SC, 88865-000, Brazil
9106;14495;5771587;-243.218.130.807.395;-525.290.941.575.477;UAPSF PSF I;RUA VEREADOR LAZARO CORREIA;S/N;CENTRO;44 -35681469;87340000.0;PR;Mamborê;2016;5;-243.183.788;-5.253.080.079.999.990;Rua Vereador Lázaro Correia, Mamborê - PR, 87340-000, Brazil
9109;14517;2588072;-24.564.669.119.896.000;-513.325.805.083.905;POSTO DE SAUDE TEREZA CRISTINA;DISTRITO DE TEREZA CRISTINA;S/N;TEREZA CRISTINA;42-34131130;84470000.0;PR;Cândido de Abreu;2016;5;-248.252.764;-5.113.414.789.999.990;Tereza Cristina, Cândido de Abreu - PR, 84470-000, Brazil
9111;14644;2647419;-28.703.090.000.000.000;-493.367;UNIDADE BASICA DE SAUDE CRISTO REDENTOR;RUA CECILIA MARIA VIEIRA BATISTA;140;CRISTO REDENTOR;48-34458455;88816236.0;SC;Criciúma;2016;5;-287.029.385;-493.361.058;R. Cecília Maria Viêira Batista, 140 - Cristo Redentor, Criciúma - SC, 88816-236, Brazil
9112;14440;5506115;-25.484.821;-4.921.186.420.000.000;UMS ALVORADA PSF;RUA IVONE ESPIRITO SANTO GARCIA;100;UBERABA;(41) 3575-1773;81550560.0;PR;Curitiba;2016;5;-254.949.577;-4.920.684.259.999.990;Rua Ivone Espírito Santo Garcia, 100 - Uberaba, Curitiba - PR, Brazil
9132;14446;2588420;-247.039.604.187.005;-52.148.129.940.031.300;POSTO DE SAUDE DE MATO RICO;AVENIDA DAS ARAUCARIAS;S/N;CENTRO;42-36331211;85240000.0;PR;Mato Rico;2016;5;-247.059.436;-521.456.825;Av. das Araucárias, Mato Rico - PR, 85240-000, Brazil
